id,ar0,ar1,ar2,ma0
0,2.6830334529276505,-2.5423895522091637,0.8564149333730028,-0.04557728298610654
1,2.6083939902997932,-2.3753651938202323,0.7573285639798226,0.06952761275915273
2,2.7623934046402745,-2.614171561931273,0.8481586347283809,-0.11702474435938261
3,2.5098012260859606,-2.1977540859242146,0.6813234749053991,0.3278850171178932
4,2.5512073104108692,-2.3115506162438404,0.7533145447302959,-0.037230206700527936
5,2.791120804568027,-2.672226461636846,0.8797879498408632,-0.551440065008065
6,2.5790501949251827,-2.2620261810105315,0.6760464250660625,0.05178799117667138
7,2.6424882233442757,-2.473315573165902,0.8247713918695031,-0.10827428544619304
8,2.679345837923094,-2.507244560119491,0.8262960531879215,0.03582696968099757
9,2.630883725846919,-2.372347862516115,0.7380348775183795,0.06552875502932598
10,2.6089069777476723,-2.3784766367512176,0.7663797755415538,0.08766597033977971
11,2.6609846286350303,-2.451237811053336,0.7893245182828886,0.1470425071993989
12,2.659379597472981,-2.4821482746742465,0.8134323583501655,0.041245935402438594
13,2.5073334027408176,-2.1532594820225084,0.6413584300830932,0.05698213509833962
14,2.679129861009286,-2.513021603525212,0.825574532764716,0.09721489771713082
15,2.4979216466920477,-2.305565086470052,0.8050627168024538,-0.28582617127302773
16,2.59122669755721,-2.3858568728811527,0.7883893969928182,0.02577062909631488
17,2.6402314403862444,-2.43146968813203,0.7886747907999918,-0.12814382626296256
18,2.5610800091305177,-2.327485493874775,0.7596305215860354,-0.06453359607584305
19,2.6453430753958425,-2.4108288149672816,0.7637416474778337,-0.1371352622064753
20,2.6457904131620436,-2.4521385898743575,0.796113345530834,0.23763341092868995
21,2.6208183800812317,-2.387936893800942,0.7660379175631072,0.3329803074777103
22,2.702583171884717,-2.566036471545009,0.8608606611291737,0.031781495705747106
23,2.564239968701765,-2.2357909741463677,0.669898835094023,-0.004462230243948166
24,2.6467257229507757,-2.45435265082995,0.8042418677827438,-0.08509149220860462
25,2.6201486144819617,-2.4230228687470468,0.7983168257243208,0.06505656248616919
26,2.5628636254016226,-2.2577263453847127,0.690343511770166,0.04781423346914671
27,2.700921755319067,-2.5238908692279414,0.8177729922262557,0.04114461596470892
28,2.5417697082177915,-2.317786790362806,0.7572395315184163,0.25225518593328233
29,2.7272738815604054,-2.5324266958553383,0.8022827039083646,-0.13652684531093762
30,2.674530656638256,-2.4911929550445286,0.8142965437075939,0.08867902579072376
31,2.5916075790554776,-2.40050014957289,0.7913325103982656,0.2144611009377375
32,2.2730115968694293,-1.678990243792621,0.4046095527505477,0.21060900517148087
33,2.5384142030042245,-2.1929975494481586,0.6530167824943622,-0.040397856369973756
34,2.6749726237830207,-2.5166993466096823,0.8309218016209287,0.20132357007579274
35,2.67722757286236,-2.519677644269019,0.8337759824389223,0.4167349837824666
36,2.638082088052008,-2.4605308303254017,0.8176463142241533,-0.02286018678083741
37,2.644499289872458,-2.43457500595993,0.7833376744547208,0.040435999462471506
38,2.6312120894013997,-2.451229725479344,0.8086145513337147,0.2243994195290473
39,2.5284854017269343,-2.2571381833753685,0.7265001439833778,-0.03568330520332838
40,2.635846200501804,-2.4490181366609183,0.8023872573236638,0.13249627936791522
41,2.349175392372557,-1.901983644647182,0.5378031385064123,0.025915802355685143
42,2.698766466403646,-2.5059972186460078,0.8022705570523128,-0.04975244915504152
43,2.698827434214714,-2.530787689509065,0.8275395045661694,-0.1973187130647651
44,2.6497454211112377,-2.4285611534159357,0.7739318874089828,-0.0815199839661166
45,2.575960438209738,-2.2885601868861505,0.703496825592941,-0.041438866771253906
46,2.5908521448826125,-2.3137251830302206,0.7171395391163072,-0.03792356160137141
47,2.4372984975305294,-1.985265336079634,0.5376004767237925,-0.01050861955173863
48,2.642953457773028,-2.4013878414246204,0.7517754147198187,0.09768948555973701
49,2.6189472855136833,-2.418109300195808,0.786596924581538,0.2561849729510604
50,2.660438771746187,-2.3861153099099592,0.7246832235003374,-0.2639451017993811
51,2.4741951007165857,-2.1068073849102795,0.6236522183751697,0.1188828937357444
52,2.5966229898980164,-2.3692785548962982,0.7688616969953316,0.0639420004598953
53,2.5125511568747503,-2.2120051591101157,0.6934197486797632,-0.0722850971273571
54,2.6807318106570324,-2.5284486209840242,0.84479102625304,-0.0012006347959159544
55,2.612927956115864,-2.4433973708972947,0.8173379571879481,0.07449503140146259
56,2.7613547730852583,-2.6325716997555113,0.869357017246899,-0.03076254500519833
57,2.634370504679378,-2.435420482779522,0.792336733527966,-0.044532355463018786
58,2.6317991808104515,-2.393177703169581,0.7601616240134271,-0.026949843652033026
59,2.5370639814798475,-2.2018581472247774,0.6609346457351213,0.012643049907381751
60,2.424995793071614,-1.989773519374455,0.5531400834558137,0.0976366312784506
61,2.66895052008539,-2.4316494631297507,0.7614754232081783,0.16857330926984165
62,2.4666426582895467,-2.0821920544536106,0.6147662707118234,0.1070005311834012
63,2.4924542973385937,-2.1890795150386744,0.6895180235200783,0.028968413145219078
64,2.3149679293293075,-1.8244779154388007,0.4936268645729776,0.10508337350136099
65,2.579065196056281,-2.3115976726007146,0.7200899762699674,0.014069214893646839
66,2.67691552979014,-2.5197869766280236,0.8412387962447276,0.10059390088282522
67,2.606485342057502,-2.4168008323886925,0.8042128219580121,-0.09472969816609486
68,2.6711369812854593,-2.4229523536811706,0.7509122569389091,-0.3649543031467806
69,2.6072735438660164,-2.393381808021563,0.78459405032425,0.018400975444487766
70,2.5798418400588217,-2.380961557245275,0.7864568611795248,0.16169020280105817
71,2.6896057617338025,-2.5172760006406385,0.8235599137517136,-0.06951455158754889
72,2.673050127555774,-2.5151085976525547,0.8393398457844461,-0.005767331265678051
73,2.657053602587797,-2.4660388169766865,0.8072727917771878,-0.05770558512029123
74,2.6930095766320186,-2.5295158870038508,0.8286291176094542,0.04340930371547829
75,2.5378126681059223,-2.254191318145872,0.7148134610102924,0.14997758937933564
76,2.6386262417768602,-2.4229627212361797,0.7707892364883607,0.07586263403109661
77,2.59664784864376,-2.38161173668171,0.7709929194399675,0.08880535573574107
78,2.6084674605616494,-2.4148417524324066,0.797940489731893,0.0406497501338294
79,2.717567911573783,-2.5428395400580257,0.8181587035244587,0.027273490334618924
80,2.6259966862057746,-2.4104848339288165,0.7706163105099652,-0.05581862696611237
81,2.6353729612729566,-2.4440064570220548,0.804434811808577,0.029148658833887783
82,2.564476848934329,-2.310959661514988,0.727155651534616,0.09401918813150129
83,2.5164156519635252,-2.2519466607266505,0.7159687415203717,-0.22391749926827437
84,2.605292667370949,-2.3848353814941228,0.7731246273596112,0.03762454321130305
85,2.1681421295283414,-1.6449897171961392,0.45797227476636077,0.2976457594848095
86,2.669312195474075,-2.474622752914786,0.7957297612936729,0.03784386103681439
87,2.2438384331572094,-1.7673095513929433,0.4836268356443907,0.02888525279026404
88,2.55363180069346,-2.245822239886512,0.6902473762885634,-0.0911351135435409
89,2.544570699814604,-2.2912529500096133,0.7331107842597376,0.1228357207772274
90,2.6176008631823464,-2.4223368478945817,0.7998769781570068,0.028552442320450823
91,2.7192032780258555,-2.5823836228266397,0.856730231160545,0.10497099601146578
92,2.744421742340969,-2.6264719535265586,0.8766515655090258,0.1747950994240809
93,2.6224821911904144,-2.405698613389538,0.7779569742593782,0.09107223145343472
94,2.6544119390194183,-2.5278157146149716,0.8693132284580364,0.13515753102931596
95,2.61648110694221,-2.372495708165572,0.7518099893508037,0.057707686710264286
96,2.595727099757063,-2.3408619268629804,0.7338061117681682,-0.0870639459066862
97,2.650700901477704,-2.4789579168775555,0.8181356041460928,-0.014658588662539345
98,2.574405398160946,-2.308874461292346,0.7314119894638299,0.019409430009637484
99,2.5944932285807463,-2.386064759586445,0.7837792334697593,-0.12518571616875554
100,2.681705630007727,-2.4110752532572386,0.7274106281214192,-0.01804339193866977
101,2.612443198092374,-2.3808773670580963,0.7559899652801599,0.13019341896796963
102,2.6363955272063606,-2.3885839987651103,0.7507216261334206,0.07967421645064571
103,2.7110943245852503,-2.553826431276409,0.8357290611705082,-0.0028494568179625902
104,2.5242434232106294,-2.266745630391166,0.7305817832200401,0.24692619147936187
105,2.4766618997118846,-2.142479823112483,0.648901266547477,0.04791382033491203
106,2.4225470610433586,-2.075810984902244,0.6353560932521809,0.10834383285387017
107,2.635154750106417,-2.4478738837407845,0.8059172941552747,0.1029715193125567
108,2.675034689899528,-2.5341206978766126,0.8493953111400577,0.4637789530488685
109,2.647387654848521,-2.4816930325243556,0.8256815694369036,0.08812853588321726
110,2.727009814753547,-2.549564714795247,0.8175051470608962,-0.16319444538228392
111,2.6938048255458433,-2.5039645874784546,0.8093916306731341,-0.036765087458826715
112,2.6151261928592815,-2.3757010003125383,0.7476970666792717,0.023508263116767975
113,,,,
114,2.6681578228590332,-2.5123170602209015,0.8356226789121813,0.10582773919515247
115,2.6363601086755466,-2.4415957399791473,0.8026193092843508,-0.010348834982525163
116,2.6505909006707555,-2.4870313725222397,0.8280590536764081,0.118539358431643
117,2.6296492547425347,-2.438945991884122,0.7980471359119811,0.18213040487662088
118,2.6292050891202603,-2.4194859374574964,0.7861971481144273,-0.08001473700935265
119,2.665499888082154,-2.4993958093590525,0.8216015322275546,0.298609575556403
120,2.726075823301812,-2.556069445937605,0.8287566801615208,0.0927292460458695
121,2.619633053945792,-2.4295097634944636,0.7993113977149204,-0.02213126294724638
122,2.665637429393351,-2.4564727748664748,0.788435209291538,0.043023585801624575
123,2.6843504956258895,-2.5151795722864225,0.8215779242969158,0.16522711276771174
124,2.7169916402231764,-2.578286348651444,0.8578297307235815,-0.13918400475898887
125,1.9444619148821896,-1.6989836423879638,0.7297786732913986,-0.1516127491720079
126,2.619019217851606,-2.416449440432753,0.7923189410462982,0.02636555020263266
127,2.541211525895274,-2.2762732920359734,0.7207863074804762,0.12424285333373007
128,2.557605728728397,-2.339225535350699,0.7633417631963826,-0.01977104620948791
129,2.6725019852672443,-2.4847159476192404,0.8060529141266973,-0.11684516359588125
130,2.5782598312058522,-2.3783939465519497,0.7981782057731998,0.0158881709416647
131,1.845573103378244,-1.0656960641378448,0.16259076135572567,0.3168810546299844
132,2.6099821134161614,-2.3727933302350452,0.7574340845429764,0.029313678337978724
